No.,Player,Performance,Market Value,90s,Nation,Pos,Squad,Age,Born,Matches,Starts,Minutes,Goals,Assists,Goals+Assists,Non Penalty Goals,Penalty Kicks,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgC/90,PrgP,PrgP/90,PrgR,PrgR/90,Gls P90,Ast P90,G+A P90,G-PK P90,G+A-PK P90,Xg P90,xAG P90,xG+xAG P90,npxG P90,npxG+xAG P90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Passes Comp,Passes Comp/90,Passes Att,Cmp%,TotDist,TotDist/90,PrgDist,PrgDist/90,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Long Cmp,Long Att,Long Cmp%,xA,A-xAG,KP,KP/90,finalThirdPasses,final3rdPasses/90,PenAreaPasses,PenAreaPasses/90,CrsPA,CrsPA/90,Live,Live/90,Dead,Dead/90,FK,Through,Through/90,Switches,Switches/90,Crosses,Crosses/90,Throw ins,Corners,Passes Off,Passes Blocked,SCA,SCA90,PassLive,PassDead,Take ons,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err eading to shots,Touches,Touches/90,T Def Pen,T Def Pen/90,T Def 3rd,T Def 3rd/90,T Mid 3rd,T Mid 3rd/90,T Att 3rd,T Att 3rd/90,T Att Pen,T Att Pen/90,T Live,TO Att,TO Succ,TO Succ%,Tkld,Tkld%,Carries,Carries/90,FINAL 3RD CARRIES,FINAL 3RD CARRIES/90,CPA,Mis,Dis,PASS Rec,PASS Rec/90,Prg PASS REC,PKwon,PKcon,OG,AD Won,AD Lost,Won%,GoalsAg,GoalsAg90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,PKA,FK G ag,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,GKCmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
409,James Tomkins,6.33,0.08,3.8,eng ENG,DF,Crystal Palace,33,1989,6,3,338,1,0,1,1,0,0,3,1,1,1,0,1,1,0.26,2,0.53,1,0.26,0.27,0,0.27,0.27,0.27,0.27,0,0.27,0.27,0.27,3,2,66.7,0.8,0.53,0.33,0.5,12.7,0,0,0,0.34,0,0,138,36.32,171,80.7,2645,696.05,822,216.32,47,55,85.5,79,87,90.8,12,27,44.4,0,0,0,0,2,0.53,0,0,0,0,164,43.16,7,1.84,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,2,2,1,1,3,9,2.37,19,5,0,208,54.74,34,8.95,142,37.37,59,15.53,7,1.84,3,0.79,208,1,1,100,0,0,117,30.79,1,0.26,0,2,1,130,34.21,1,0,0,0,6,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Ivan Toney,7.39,35,32.8,eng ENG,FW,Brentford,26,1996,33,33,"2,951",20,4,24,14,6,7,9,0,18.7,13.2,5.1,18.3,14,0.43,79,2.41,165,5.03,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.4,0.56,87,33,37.9,2.65,1.01,0.16,0.42,16.5,9,6,7,0.15,1.3,0.8,468,14.27,787,59.5,5947,181.31,2037,62.1,299,424,70.5,103,180,57.2,24,53,45.3,3.5,-1.1,27,0.82,54,1.65,26,0.79,5,0.15,751,22.9,29,0.88,8,12,0.37,3,0.09,34,1.04,10,1,7,31,66,2.01,39,4,4,8,0.24,23,13,4,9,10,24,37,1.13,36,1.1,0,1219,37.16,50,1.52,141,4.3,529,16.13,557,16.98,156,4.76,1212,54,16,29.6,29,53.7,625,19.05,21,0.64,8,100,47,889,27.1,165,3,0,0,109,117,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Adama Traoré,6.6,10,16.6,es ESP,FW,Wolves,26,1996,34,12,"1,496",2,1,3,2,0,0,2,0,1.4,1.4,3.7,5.1,85,5.12,36,2.17,156,9.4,0.12,0.06,0.18,0.12,0.18,0.08,0.23,0.31,0.08,0.31,19,7,36.8,1.14,0.42,0.11,0.29,15,0,0,0,0.07,0.6,0.6,325,19.58,494,65.8,4826,290.72,1228,73.98,198,264,75,85,129,65.9,25,46,54.3,3.2,-2.7,24,1.45,17,1.02,22,1.33,14,0.84,491,29.58,1,0.06,0,3,0.18,0,0,81,4.88,1,0,2,27,44,2.65,37,0,2,4,0.24,14,7,7,4,3,8,17,1.02,17,1.02,0,714,43.01,18,1.08,102,6.14,251,15.12,379,22.83,56,3.37,714,104,49,47.1,34,32.7,461,27.77,41,2.47,25,59,27,555,33.43,156,0,0,0,39,25,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Bertrand Traoré,6.2,12,2.6,bf BFA,FW,Aston Villa,26,1995,8,1,233,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,9,3.46,9,3.46,28,10.77,0.77,0,0.77,0.77,0.77,0.28,0.03,0.3,0.28,0.3,9,3,33.3,3.48,1.16,0.22,0.67,16.4,0,0,0,0.08,1.3,1.3,59,22.69,75,78.7,868,333.85,258,99.23,36,40,90,18,21,85.7,3,5,60,0.1,-0.1,1,0.38,1,0.38,5,1.92,3,1.15,72,27.69,2,0.77,0,0,0,2,0.77,5,1.92,1,1,1,5,4,1.55,3,0,0,0,0,1,1,1,0,0,5,3,1.15,0,0,0,114,43.85,0,0,8,3.08,41,15.77,66,25.38,13,5,114,4,1,25,3,75,81,31.15,3,1.15,5,8,7,89,34.23,28,0,0,0,2,4,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Boubacar Traoré,6.57,5,4.6,ml MLI,MF,Wolves,20,2001,10,4,411,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,0.87,8,1.74,2,0.43,0,0.22,0.22,0,0.22,0.01,0.04,0.05,0.01,0.05,3,0,0,0.66,0,0,0,29.3,0,0,0,0.02,-0.1,-0.1,118,25.65,149,79.2,1952,424.35,617,134.13,56,66,84.8,55,63,87.3,6,11,54.5,0.1,0.8,1,0.22,16,3.48,1,0.22,0,0,146,31.74,0,0,0,0,0,0,0,1,0.22,0,0,3,2,6,1.32,6,0,0,2,0.44,12,5,4,5,3,4,19,4.13,1,0.22,0,185,40.22,6,1.3,51,11.09,110,23.91,26,5.65,2,0.43,185,9,4,44.4,4,44.4,90,19.57,3,0.65,0,3,3,104,22.61,2,0,0,0,7,8,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Kieran Trippier,7.74,11,37.1,eng ENG,DF,Newcastle Utd,31,1990,38,38,"3,341",1,7,8,1,0,0,5,0,0.9,0.9,12.4,13.3,45,1.21,260,7.01,151,4.07,0.03,0.19,0.22,0.03,0.22,0.02,0.33,0.36,0.02,0.36,14,4,28.6,0.38,0.11,0.07,0.25,27.1,12,0,0,0.06,0.1,0.1,1995,53.77,2788,71.6,38118,1027.44,16809,453.07,877,992,88.4,745,980,76,333,674,49.4,11.8,-5.4,110,2.96,182,4.91,97,2.61,26,0.7,2061,55.55,714,19.25,180,16,0.43,16,0.43,393,10.59,318,216,13,50,178,4.79,79,94,1,10,0.27,71,49,36,27,8,45,114,3.07,84,2.26,2,3102,83.61,124,3.34,774,20.86,1282,34.56,1066,28.73,26,0.7,3102,35,19,54.3,12,34.3,1300,35.04,46,1.24,1,27,9,1593,42.94,151,0,1,1,49,35,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Leandro Trossard,7.13,35,10.3,be BEL,FW,Arsenal,27,1994,20,10,931,1,10,11,1,0,0,0,0,1.8,1.8,4.7,6.6,36,3.5,57,5.53,102,9.9,0.1,0.97,1.06,0.1,1.06,0.18,0.46,0.64,0.18,0.64,17,5,29.4,1.64,0.48,0.06,0.2,17.5,0,0,0,0.11,-0.8,-0.8,347,33.69,452,76.8,5770,560.19,1501,145.73,165,191,86.4,133,158,84.2,35,59,59.3,3.9,5.3,22,2.14,20,1.94,30,2.91,5,0.49,402,39.03,47,4.56,3,6,0.58,6,0.58,55,5.34,5,31,3,19,34,3.29,23,7,1,9,0.87,12,7,4,2,6,18,18,1.75,3,0.29,1,567,55.05,9,0.87,64,6.21,179,17.38,331,32.14,43,4.17,567,26,15,57.7,6,23.1,374,36.31,16,1.55,10,18,23,417,40.49,102,0,0,0,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Kostas Tsimikas,6.82,18,8.6,gr GRE,DF,Liverpool,26,1996,20,9,771,0,4,4,0,0,0,3,0,0.6,0.6,1.6,2.3,23,2.67,26,3.02,77,8.95,0,0.47,0.47,0,0.47,0.07,0.19,0.26,0.07,0.26,7,2,28.6,0.82,0.23,0,0,15.5,0,0,0,0.09,-0.6,-0.6,474,55.12,618,76.7,8379,974.3,2366,275.12,223,255,87.5,185,225,82.2,56,111,50.5,1.3,2.4,18,2.09,20,2.33,7,0.81,4,0.47,470,54.65,146,16.98,23,1,0.12,2,0.23,85,9.88,87,36,2,9,27,3.14,12,13,0,4,0.47,14,9,10,2,2,8,26,3.02,15,1.74,0,713,82.91,23,2.67,170,19.77,281,32.67,268,31.16,22,2.56,713,15,4,26.7,8,53.3,355,41.28,9,1.05,5,13,7,409,47.56,77,0,0,0,7,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Deniz Undav,6.42,10,7,de GER,FW,Brighton,26,1996,22,6,628,5,0,5,5,0,0,2,0,4.5,4.5,1.1,5.6,12,1.71,10,1.43,40,5.71,0.72,0,0.72,0.72,0.72,0.65,0.15,0.8,0.65,0.8,27,12,44.4,3.87,1.72,0.19,0.42,13.8,0,0,0,0.18,0.5,0.5,122,17.43,164,74.4,1504,214.86,325,46.43,84,100,84,25,36,69.4,5,10,50,1.1,-1.1,8,1.14,8,1.14,3,0.43,0,0,159,22.71,4,0.57,0,3,0.43,1,0.14,1,0.14,0,0,1,4,22,3.15,14,0,1,4,0.57,7,4,2,2,3,4,7,1,1,0.14,0,231,33,4,0.57,19,2.71,97,13.86,116,16.57,42,6,231,6,4,66.7,2,33.3,120,17.14,6,0.86,4,13,8,179,25.57,40,0,0,1,5,7,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Virgil van Dijk,7.19,35,31.5,nl NED,DF,Liverpool,31,1991,32,32,"2,835",3,1,4,3,0,0,3,0,2.6,2.6,1.2,3.8,10,0.32,127,4.03,8,0.25,0.1,0.03,0.13,0.1,0.13,0.08,0.04,0.12,0.08,0.12,30,9,30,0.95,0.29,0.1,0.33,12.8,0,0,0,0.09,0.4,0.4,2345,74.44,2592,90.5,45523,1445.17,16670,529.21,843,900,93.7,1236,1306,94.6,244,344,70.9,1.1,-0.2,7,0.22,156,4.95,6,0.19,0,0,2492,79.11,99,3.14,73,1,0.03,31,0.98,1,0.03,9,0,1,9,22,0.7,17,0,0,3,0.1,27,14,13,11,3,24,58,1.84,138,4.38,2,2876,91.3,361,11.46,1327,42.13,1427,45.3,128,4.06,66,2.1,2876,1,1,100,0,0,1760,55.87,14,0.44,2,7,0,2085,66.19,8,0,1,0,98,34,74.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Raphaël Varane,6.89,35,21.2,fr FRA,DF,Manchester Utd,29,1993,24,22,"1,911",0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,17,0.8,63,2.97,4,0.19,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,8,4,50,0.38,0.19,0,0,11.6,0,0,0,0.09,-0.7,-0.7,954,45,1106,86.3,17988,848.49,5712,269.43,319,355,89.9,551,597,92.3,72,128,56.3,0.5,-0.2,4,0.19,82,3.87,3,0.14,0,0,1073,50.61,30,1.42,27,2,0.09,4,0.19,1,0.05,3,0,3,6,17,0.8,12,1,0,0,0,24,9,18,6,0,24,35,1.65,91,4.29,0,1293,60.99,153,7.22,611,28.82,631,29.76,54,2.55,18,0.85,1293,10,6,60,4,40,797,37.59,15,0.71,0,2,1,850,40.09,4,0,0,1,42,16,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Jamie Vardy,6.37,2,20.6,eng ENG,FW,Leicester City,35,1987,37,19,"1,857",3,4,7,3,0,1,1,0,6.7,5.9,1.4,7.3,16,0.78,14,0.68,101,4.9,0.15,0.19,0.34,0.15,0.34,0.33,0.07,0.39,0.29,0.35,27,13,48.1,1.31,0.63,0.11,0.23,12.3,0,0,1,0.22,-3.7,-2.9,137,6.65,263,52.1,1931,93.74,364,17.67,69,119,58,47,88,53.4,7,15,46.7,0.7,2.6,14,0.68,7,0.34,5,0.24,1,0.05,239,11.6,23,1.12,0,3,0.15,1,0.05,7,0.34,0,0,1,9,34,1.65,23,0,6,7,0.34,10,5,4,3,3,17,12,0.58,30,1.46,0,438,21.26,32,1.55,59,2.86,176,8.54,206,10,71,3.45,437,29,12,41.4,14,48.3,192,9.32,9,0.44,13,33,16,261,12.67,101,2,0,0,47,78,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Joël Veltman,6.92,10,24.3,nl NED,DF,Brighton,30,1992,31,25,"2,188",1,1,2,1,0,0,6,0,1.8,1.8,0.7,2.5,43,1.77,153,6.3,49,2.02,0.04,0.04,0.08,0.04,0.08,0.07,0.03,0.1,0.07,0.1,15,5,33.3,0.62,0.21,0.07,0.2,16.3,0,0,0,0.12,-0.8,-0.8,1261,51.89,1512,83.4,21830,898.35,7101,292.22,532,594,89.6,624,711,87.8,84,142,59.2,1.1,0.3,10,0.41,157,6.46,13,0.53,4,0.16,1286,52.92,219,9.01,34,1,0.04,3,0.12,23,0.95,185,0,7,29,36,1.48,30,4,0,4,0.16,62,32,44,14,4,27,81,3.33,51,2.1,0,1740,71.6,92,3.79,563,23.17,895,36.83,293,12.06,23,0.95,1740,20,5,25,8,40,952,39.18,32,1.32,2,20,10,1065,43.83,49,0,1,0,26,18,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Fabio Vieira,6.66,25,5.7,pt POR,MF,Arsenal,22,2000,22,3,514,1,2,3,1,0,0,0,0,0.8,0.8,2.5,3.3,8,1.4,35,6.14,40,7.02,0.18,0.35,0.53,0.18,0.53,0.15,0.44,0.58,0.15,0.58,15,2,13.3,2.63,0.35,0.07,0.5,20.1,0,0,0,0.06,0.2,0.2,234,41.05,290,80.7,3557,624.04,834,146.32,129,142,90.8,84,99,84.8,9,25,36,1.4,-0.5,12,2.11,26,4.56,7,1.23,2,0.35,276,48.42,14,2.46,7,2,0.35,0,0,20,3.51,3,4,0,7,23,4.03,17,2,2,3,0.53,6,4,3,0,3,5,10,1.75,2,0.35,0,356,62.46,6,1.05,27,4.74,162,28.42,170,29.82,27,4.74,356,18,6,33.3,11,61.1,215,37.72,8,1.4,1,13,8,255,44.74,40,0,0,0,3,5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Matías Viña,6.71,8,5.1,uy URU,DF,Bournemouth,24,1997,12,5,458,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1,10,1.96,17,3.33,19,3.73,0.39,0,0.39,0.39,0.39,0.17,0.03,0.2,0.17,0.2,9,6,66.7,1.77,1.18,0.22,0.33,18.6,0,0,0,0.1,1.1,1.1,140,27.45,185,75.7,2103,412.35,870,170.59,84,93,90.3,49,63,77.8,5,14,35.7,0.1,-0.2,2,0.39,10,1.96,4,0.78,0,0,142,27.84,43,8.43,7,0,0,0,0,4,0.78,36,0,0,6,8,1.57,7,0,1,2,0.39,19,11,9,8,2,13,23,4.51,22,4.31,0,289,56.67,27,5.29,114,22.35,105,20.59,74,14.51,11,2.16,289,24,10,41.7,11,45.8,122,23.92,6,1.18,5,11,6,136,26.67,19,0,0,0,4,7,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Carlos Vinícius,6.47,6,12.3,br BRA,FW,Fulham,27,1995,28,11,"1,109",5,2,7,5,0,0,3,0,3.3,3.3,0.8,4.1,9,0.73,15,1.22,46,3.74,0.41,0.16,0.57,0.41,0.57,0.27,0.06,0.33,0.27,0.33,21,12,57.1,1.7,0.97,0.24,0.42,11.9,0,0,0,0.16,1.7,1.7,119,9.67,189,63,1470,119.51,387,31.46,71,102,69.6,32,47,68.1,4,9,44.4,0.8,1.2,7,0.57,12,0.98,5,0.41,1,0.08,181,14.72,7,0.57,0,3,0.24,0,0,6,0.49,0,0,1,12,16,1.3,13,0,2,6,0.49,4,1,0,2,2,7,4,0.33,10,0.81,0,329,26.75,11,0.89,24,1.95,136,11.06,173,14.07,56,4.55,329,15,5,33.3,8,53.3,182,14.8,9,0.73,5,48,23,248,20.16,46,0,0,0,27,63,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Kyle Walker,7,13,21.8,eng ENG,DF,Manchester City,32,1990,27,22,"1,958",0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.7,50,2.29,162,7.43,75,3.44,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,5,1,20,0.23,0.05,0,0,24.8,0,0,0,0.08,-0.4,-0.4,1661,76.19,1892,87.8,29177,1338.39,8283,379.95,744,795,93.6,753,826,91.2,144,216,66.7,0.9,-0.2,6,0.28,189,8.67,10,0.46,4,0.18,1732,79.45,158,7.25,25,4,0.18,21,0.96,28,1.28,133,0,2,18,25,1.15,22,2,0,3,0.14,13,9,8,5,0,12,31,1.42,22,1.01,0,1996,91.56,57,2.61,438,20.09,1198,54.95,370,16.97,15,0.69,1996,19,13,68.4,4,21.1,1189,54.54,40,1.83,2,14,6,1542,70.73,75,0,0,0,23,11,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Kyle Walker-Peters,6.63,22,29.4,eng ENG,DF,Southampton,25,1997,31,30,"2,650",1,0,1,1,0,0,4,0,1,1,1.4,2.5,102,3.47,97,3.3,114,3.88,0.03,0,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08,13,5,38.5,0.44,0.17,0.08,0.2,18.1,0,0,0,0.08,0,0,1019,34.66,1324,77,14866,505.65,5809,197.59,607,673,90.2,332,440,75.5,48,111,43.2,2.5,-1.4,15,0.51,71,2.41,28,0.95,9,0.31,1046,35.58,274,9.32,16,1,0.03,1,0.03,50,1.7,255,3,4,51,53,1.8,33,4,8,3,0.1,61,32,34,24,3,47,88,2.99,52,1.77,0,1692,57.55,90,3.06,469,15.95,731,24.86,520,17.69,50,1.7,1692,103,49,47.6,39,37.9,877,29.83,76,2.59,19,39,43,917,31.19,114,0,1,0,16,28,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Aaron Wan-Bissaka,7.2,25,15.9,eng ENG,DF,Manchester Utd,24,1997,19,16,"1,435",0,0,0,0,0,0,2,0,1.2,1.2,1,2.2,41,2.58,55,3.46,64,4.03,0,0,0,0,0,0.07,0.06,0.14,0.07,0.14,10,2,20,0.63,0.13,0,0,14.7,0,0,0,0.12,-1.2,-1.2,706,44.4,840,84,9538,599.87,3292,207.04,448,483,92.8,194,240,80.8,28,44,63.6,0.9,-1,15,0.94,48,3.02,10,0.63,2,0.13,715,44.97,123,7.74,4,2,0.13,2,0.13,14,0.88,119,0,2,22,30,1.88,29,0,0,1,0.06,40,25,20,17,3,24,62,3.9,41,2.58,0,1026,64.53,75,4.72,346,21.76,400,25.16,286,17.99,44,2.77,1026,35,17,48.6,18,51.4,524,32.96,24,1.51,4,14,10,600,37.74,64,0,0,0,13,17,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Joel Ward,6.84,1.2,25.1,eng ENG,DF,Crystal Palace,32,1989,28,24,"2,256",1,0,1,1,0,0,6,0,1.1,1.1,0.4,1.5,22,0.88,101,4.02,46,1.83,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,8,2,25,0.32,0.08,0.13,0.5,16.5,0,0,0,0.19,-0.1,-0.1,921,36.69,1223,75.3,14816,590.28,6577,262.03,460,531,86.6,375,464,80.8,57,157,36.3,0.8,-0.4,9,0.36,80,3.19,11,0.44,6,0.24,1014,40.4,208,8.29,24,0,0,2,0.08,36,1.43,184,0,1,29,22,0.88,17,0,1,1,0.04,50,36,30,11,9,32,75,2.99,80,3.19,1,1469,58.53,119,4.74,546,21.75,637,25.38,292,11.63,21,0.84,1469,9,7,77.8,1,11.1,620,24.7,15,0.6,1,25,10,761,30.32,46,0,0,0,58,39,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,James Ward-Prowse,7.22,38,37.5,eng ENG,MF,Southampton,27,1994,38,38,"3,371",9,4,13,7,2,4,6,0,5.7,2.5,6.2,8.7,19,0.51,189,5.04,58,1.55,0.24,0.11,0.35,0.19,0.29,0.15,0.17,0.32,0.07,0.23,40,16,40,1.07,0.43,0.18,0.44,27.1,17,2,4,0.06,3.3,4.5,1716,45.76,2176,78.9,28997,773.25,8717,232.45,834,922,90.5,687,809,84.9,153,342,44.7,5.3,-2.2,74,1.97,177,4.72,31,0.83,16,0.43,1840,49.07,329,8.77,148,2,0.05,14,0.37,241,6.43,8,145,7,36,127,3.39,62,59,1,9,0.24,65,37,31,27,7,30,120,3.2,48,1.28,0,2484,66.24,97,2.59,447,11.92,1380,36.8,667,17.79,28,0.75,2480,20,7,35,12,60,1172,31.25,27,0.72,1,26,22,1462,38.99,58,0,0,1,44,52,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Ollie Watkins,7.11,55,34.7,eng ENG,FW,Aston Villa,26,1995,37,36,"3,127",15,6,21,14,1,2,4,0,16.5,14.9,3.8,18.7,50,1.44,39,1.12,196,5.65,0.43,0.17,0.6,0.4,0.58,0.47,0.11,0.58,0.43,0.54,84,45,53.6,2.42,1.3,0.17,0.31,12.6,0,1,2,0.18,-1.5,-0.9,391,11.27,566,69.1,4682,134.93,840,24.21,261,344,75.9,84,122,68.9,12,15,80,2.7,2.2,31,0.89,23,0.66,16,0.46,2,0.06,554,15.97,9,0.26,0,0,0,2,0.06,9,0.26,3,0,3,13,79,2.27,51,0,6,14,0.4,19,13,3,13,3,21,29,0.84,39,1.12,0,927,26.71,47,1.35,86,2.48,365,10.52,488,14.06,164,4.73,925,65,18,27.7,36,55.4,475,13.69,24,0.69,32,82,39,684,19.71,196,1,0,0,70,100,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Adam Webster,6.92,25,22.1,eng ENG,DF,Brighton,27,1995,27,23,"1,985",0,0,0,0,0,0,2,0,1.8,1.8,0.2,1.9,19,0.86,119,5.38,9,0.41,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09,18,2,11.1,0.82,0.09,0,0,11.2,0,0,0,0.1,-1.8,-1.8,1514,68.51,1715,88.3,27890,1261.99,10260,464.25,565,612,92.3,811,886,91.5,125,178,70.2,0.4,-0.2,6,0.27,120,5.43,5,0.23,1,0.05,1650,74.66,63,2.85,28,0,0,6,0.27,2,0.09,35,0,2,10,20,0.91,19,1,0,1,0.05,22,12,10,9,3,30,41,1.86,55,2.49,4,1888,85.43,170,7.69,819,37.06,969,43.85,108,4.89,27,1.22,1888,8,3,37.5,4,50,1228,55.57,18,0.81,0,11,5,1369,61.95,9,0,0,1,60,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Wout Weghorst,6.44,9,8.9,nl NED,FW,Manchester Utd,29,1992,17,10,797,0,1,1,0,0,0,1,0,2,2,1.2,3.2,3,0.34,17,1.91,41,4.61,0,0.11,0.11,0,0.11,0.23,0.13,0.36,0.23,0.36,14,5,35.7,1.58,0.56,0,0,12.5,0,0,0,0.14,-2,-2,151,16.97,207,72.9,1773,199.21,457,51.35,95,121,78.5,31,40,77.5,5,13,38.5,1.2,-0.2,14,1.57,8,0.9,1,0.11,0,0,206,23.15,1,0.11,0,4,0.45,1,0.11,0,0,0,0,0,6,27,3.05,22,0,1,2,0.23,11,5,6,1,4,7,18,2.02,9,1.01,0,291,32.7,16,1.8,45,5.06,151,16.97,97,10.9,26,2.92,291,12,4,33.3,7,58.3,161,18.09,7,0.79,0,15,12,206,23.15,41,0,0,0,15,25,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Danny Welbeck,6.83,7,20.6,eng ENG,FW,Brighton,31,1990,31,21,"1,854",6,3,9,6,0,0,0,0,9.4,9.4,4.3,13.7,31,1.5,49,2.38,134,6.5,0.29,0.15,0.44,0.29,0.44,0.46,0.21,0.66,0.46,0.66,62,22,35.5,3.01,1.07,0.1,0.27,14.1,1,0,0,0.15,-3.4,-3.4,373,18.11,442,84.4,4456,216.31,872,42.33,244,275,88.7,92,106,86.8,5,11,45.5,1.7,-1.3,30,1.46,32,1.55,15,0.73,0,0,416,20.19,24,1.17,0,6,0.29,0,0,0,0,1,0,2,7,65,3.16,49,0,5,9,0.44,15,7,0,7,8,24,20,0.97,20,0.97,0,693,33.64,23,1.12,44,2.14,281,13.64,376,18.25,117,5.68,693,45,22,48.9,18,40,407,19.76,18,0.87,10,60,23,519,25.19,134,1,0,0,32,27,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
